distortion,actual_psnr,cnn_predicted,brisque_predicted,cnn_error,brisque_error
Stripe_s002,33.91,42.74,52.34,8.83,18.42
Stripe_s002,34.15,33.17,50.37,0.98,16.22
Stripe_s002,34.02,34.46,50.17,0.44,16.15
Stripe_s002,34.45,39.9,49.79,5.45,15.35
Stripe_s002,34.67,40.52,52.23,5.84,17.56
Stripe_s002,34.46,36.81,52.89,2.35,18.43
Stripe_s002,33.77,37.58,53.27,3.81,19.5
Stripe_s002,34.62,41.02,50.03,6.4,15.41
Stripe_s002,34.24,39.08,52.53,4.84,18.29
Stripe_s002,34.26,37.34,52.17,3.08,17.91
Stripe_s002,33.99,37.11,54.63,3.12,20.64
Stripe_s002,33.68,32.46,51.99,1.22,18.31
Stripe_s002,34.49,32.67,52.4,1.82,17.91
Stripe_s002,34.89,36.64,51.22,1.75,16.33
Stripe_s002,34.15,41.38,53.53,7.22,19.38
Stripe_s002,33.95,40.94,51.87,6.99,17.92
Stripe_s002,34.25,32.17,52.03,2.09,17.78
Stripe_s002,34.35,40.12,53.4,5.78,19.05
Stripe_s002,34.55,35.31,54.11,0.76,19.57
Stripe_s002,34.23,43.32,49.33,9.09,15.1
Stripe_s002,34.15,31.12,53.61,3.03,19.46
Stripe_s002,33.84,32.71,52.73,1.14,18.88
Stripe_s002,33.95,40.23,53.36,6.28,19.41
Stripe_s002,34.1,36.4,51.99,2.3,17.89
Stripe_s002,34.24,37.67,52.09,3.43,17.85
Stripe_s002,34.37,40.42,51.64,6.06,17.28
Stripe_s002,33.95,38.7,52.18,4.76,18.24
Stripe_s002,34.35,37.41,53.27,3.06,18.92
Stripe_s002,34.46,41.63,52.73,7.17,18.27
Stripe_s002,34.02,36.04,53.1,2.02,19.08
Stripe_s002,34.54,35.53,53.26,0.99,18.72
Stripe_s002,33.94,34.17,52.26,0.23,18.32
Stripe_s002,34.29,41.51,51.47,7.23,17.18
Stripe_s002,34.41,43.5,52.96,9.09,18.55
Stripe_s002,34.13,40.3,41.14,6.16,7.0
Stripe_s002,34.2,40.84,52.69,6.64,18.49
Stripe_s002,34.22,37.82,51.99,3.61,17.78
Stripe_s002,33.79,39.4,51.14,5.61,17.35
Stripe_s002,34.4,32.7,54.5,1.69,20.1
Stripe_s002,33.59,29.4,53.38,4.19,19.79
Stripe_s002,34.21,37.92,52.91,3.71,18.71
Stripe_s002,33.84,40.53,53.04,6.69,19.2
Stripe_s002,34.12,33.16,50.54,0.96,16.42
Stripe_s002,34.6,40.85,53.06,6.24,18.45
Stripe_s002,34.43,32.03,53.06,2.4,18.63
Stripe_s002,33.94,27.1,52.73,6.84,18.79
Stripe_s002,34.23,40.82,44.06,6.59,9.83
Stripe_s002,33.94,30.95,52.57,2.99,18.63
Stripe_s002,33.65,43.53,52.98,9.88,19.33
Stripe_s002,34.47,40.49,53.87,6.01,19.4
Stripe_s002,34.07,39.09,55.04,5.02,20.97
Stripe_s002,34.17,38.69,53.5,4.52,19.34
Stripe_s002,33.9,31.71,46.99,2.19,13.09
Stripe_s002,34.36,39.25,51.58,4.89,17.22
Stripe_s002,33.96,31.35,51.8,2.61,17.84
Stripe_s002,34.23,36.69,52.08,2.46,17.85
Stripe_s002,34.13,40.77,52.59,6.64,18.46
Stripe_s002,34.19,37.62,53.88,3.43,19.69
Stripe_s002,33.57,38.58,51.95,5.01,18.37
Stripe_s002,34.11,40.87,53.03,6.76,18.92
Stripe_s002,33.65,38.33,54.01,4.68,20.36
Stripe_s002,33.88,37.56,50.85,3.68,16.97
Stripe_s002,34.28,38.02,52.95,3.75,18.68
Stripe_s002,34.73,36.71,49.21,1.98,14.47
Stripe_s002,33.57,35.38,52.37,1.81,18.8
Stripe_s002,34.5,35.17,51.2,0.66,16.7
Stripe_s002,33.63,45.38,51.52,11.75,17.89
Stripe_s002,33.91,37.3,52.09,3.39,18.18
Stripe_s002,34.31,33.33,51.56,0.98,17.25
Stripe_s002,34.35,35.3,51.39,0.96,17.04
Stripe_s002,34.11,38.12,52.3,4.0,18.18
Stripe_s002,34.54,33.58,53.45,0.96,18.92
Stripe_s002,34.61,36.82,53.29,2.2,18.68
Stripe_s002,33.76,31.7,51.83,2.07,18.07
Stripe_s002,34.33,33.21,50.42,1.12,16.09
Stripe_s002,33.62,27.86,53.2,5.76,19.58
Stripe_s002,33.92,29.44,44.75,4.48,10.83
Stripe_s002,34.52,38.71,54.13,4.19,19.61
Stripe_s002,34.29,45.03,52.83,10.74,18.54
Stripe_s002,33.67,37.72,54.02,4.05,20.35
Stripe_s002,34.02,34.39,52.24,0.36,18.22
Stripe_s002,34.55,37.32,53.48,2.77,18.93
Stripe_s002,34.22,38.7,50.7,4.48,16.48
Stripe_s002,34.17,38.15,51.35,3.98,17.18
Stripe_s002,34.01,39.13,55.43,5.12,21.42
Stripe_s002,34.11,33.32,49.44,0.78,15.33
Stripe_s002,33.83,36.19,50.36,2.35,16.53
Stripe_s002,34.75,36.23,52.6,1.48,17.85
Stripe_s002,33.94,38.19,51.54,4.25,17.59
Stripe_s002,34.54,35.95,52.88,1.42,18.35
Stripe_s002,34.55,34.56,53.08,0.01,18.53
Stripe_s002,33.52,34.7,53.65,1.19,20.14
Stripe_s002,34.43,39.94,50.23,5.51,15.8
Stripe_s002,34.34,37.73,47.33,3.39,12.99
Stripe_s002,34.36,43.95,53.22,9.59,18.86
Stripe_s002,34.43,37.73,51.43,3.3,17.0
Stripe_s002,33.96,41.58,53.97,7.62,20.0
Stripe_s002,34.07,39.92,54.6,5.85,20.53
Stripe_s002,34.13,40.13,53.76,6.0,19.63
Stripe_s002,33.88,33.55,54.57,0.34,20.69
Stripe_s002,33.97,36.91,51.42,2.94,17.45
Stripe_s002,33.85,42.65,52.98,8.81,19.13
Stripe_s002,34.52,43.82,50.46,9.3,15.95
Stripe_s002,33.82,35.17,40.81,1.35,6.99
Stripe_s002,34.42,43.37,53.31,8.95,18.89
Stripe_s002,34.5,37.71,44.34,3.21,9.84
Stripe_s002,34.41,42.17,53.71,7.76,19.3
Stripe_s002,34.37,41.98,50.31,7.61,15.94
Stripe_s002,34.11,40.41,53.75,6.29,19.64
Stripe_s002,34.44,35.54,52.25,1.1,17.81
Stripe_s002,34.23,33.04,47.57,1.18,13.34
Stripe_s002,34.45,36.03,52.38,1.58,17.93
Stripe_s002,34.33,37.77,51.07,3.44,16.74
Stripe_s002,34.01,34.18,52.89,0.17,18.89
Stripe_s002,33.95,40.75,53.14,6.8,19.19
Stripe_s002,34.14,43.26,49.63,9.13,15.49
Stripe_s002,34.31,34.34,53.04,0.04,18.73
Stripe_s002,34.25,34.35,50.19,0.11,15.94
Stripe_s002,34.3,46.29,51.9,11.99,17.6
Stripe_s002,34.28,34.61,49.75,0.33,15.47
Stripe_s002,34.16,32.02,53.47,2.14,19.31
Stripe_s002,34.47,38.58,53.24,4.11,18.78
Stripe_s002,33.89,36.38,52.78,2.49,18.89
Stripe_s002,34.09,42.54,50.68,8.45,16.59
Stripe_s002,33.98,35.53,53.49,1.55,19.52
Stripe_s002,33.93,33.3,50.99,0.63,17.05
Stripe_s002,34.14,42.8,52.87,8.67,18.73
Stripe_s002,34.23,38.38,51.42,4.15,17.19
Stripe_s002,33.79,42.9,55.22,9.11,21.42
Stripe_s002,34.07,39.73,51.57,5.66,17.5
Stripe_s002,34.3,38.67,53.86,4.36,19.55
Stripe_s002,34.26,35.12,52.8,0.86,18.54
Stripe_s002,33.45,33.82,48.24,0.37,14.78
Stripe_s002,33.92,31.74,52.32,2.18,18.4
Stripe_s002,33.64,36.42,53.84,2.79,20.2
Stripe_s002,34.11,35.09,51.91,0.98,17.8
Stripe_s002,34.57,31.18,45.91,3.4,11.34
Stripe_s002,34.37,29.23,50.55,5.14,16.18
Stripe_s002,34.24,45.85,51.43,11.6,17.18
Stripe_s002,34.23,39.38,53.88,5.16,19.66
Stripe_s002,34.02,41.25,52.21,7.23,18.19
Stripe_s002,34.51,44.16,52.2,9.65,17.69
Stripe_s002,34.41,40.26,52.05,5.85,17.64
Stripe_s002,34.76,33.64,55.18,1.12,20.42
Stripe_s002,34.44,38.58,54.42,4.14,19.98
Stripe_s002,34.25,37.67,51.77,3.41,17.51
Stripe_s002,34.1,36.42,53.32,2.31,19.22
Stripe_s002,33.89,40.42,51.88,6.53,18.0
Stripe_s002,34.21,38.92,52.93,4.71,18.71
Stripe_s002,33.86,37.39,54.38,3.53,20.52
Stripe_s002,34.01,35.26,51.95,1.26,17.94
Stripe_s002,34.44,40.02,52.05,5.58,17.6
Stripe_s002,33.72,38.55,53.62,4.83,19.91
Stripe_s002,34.59,37.41,52.19,2.82,17.59
Stripe_s002,34.03,38.74,54.52,4.71,20.5
Stripe_s002,34.08,38.23,53.88,4.15,19.8
Stripe_s002,33.95,37.91,52.39,3.96,18.43
Stripe_s002,34.24,47.48,51.81,13.24,17.57
Stripe_s002,34.41,36.11,51.79,1.7,17.38
Stripe_s002,34.02,41.2,54.32,7.18,20.29
Stripe_s002,34.19,33.25,49.18,0.93,15.0
Stripe_s002,34.49,39.08,51.71,4.59,17.22
Stripe_s002,34.16,41.57,52.45,7.42,18.29
Stripe_s002,34.4,28.32,50.87,6.08,16.47
Stripe_s002,34.8,37.45,55.27,2.65,20.48
Stripe_s005,26.08,25.94,53.97,0.14,27.9
Stripe_s005,26.12,26.36,53.11,0.24,26.99
Stripe_s005,25.77,27.1,52.18,1.32,26.41
Stripe_s005,26.26,26.22,51.25,0.04,24.99
Stripe_s005,26.09,26.87,53.06,0.77,26.97
Stripe_s005,25.8,25.99,53.46,0.19,27.66
Stripe_s005,25.43,26.0,51.84,0.58,26.41
Stripe_s005,26.44,26.17,54.03,0.27,27.59
Stripe_s005,26.12,26.93,53.17,0.81,27.04
Stripe_s005,25.71,25.68,55.14,0.03,29.42
Stripe_s005,26.82,26.43,52.28,0.39,25.46
Stripe_s005,26.09,25.91,55.76,0.18,29.66
Stripe_s005,25.94,27.04,48.82,1.1,22.88
Stripe_s005,25.9,25.57,51.1,0.32,25.21
Stripe_s005,26.25,26.24,52.92,0.02,26.67
Stripe_s005,26.01,25.82,54.21,0.19,28.2
Stripe_s005,25.79,25.75,54.24,0.04,28.45
Stripe_s005,26.13,25.96,54.08,0.17,27.95
Stripe_s005,25.75,26.13,53.03,0.38,27.28
Stripe_s005,26.31,25.67,53.58,0.64,27.27
Stripe_s005,26.33,26.38,54.28,0.06,27.95
Stripe_s005,26.5,26.62,55.07,0.12,28.57
Stripe_s005,26.49,27.06,55.12,0.57,28.63
Stripe_s005,25.62,26.17,54.27,0.55,28.65
Stripe_s005,25.99,31.86,54.68,5.87,28.69
Stripe_s005,26.59,25.99,54.0,0.6,27.41
Stripe_s005,26.5,26.69,56.07,0.19,29.57
Stripe_s005,26.17,25.45,51.84,0.72,25.67
Stripe_s005,25.89,27.55,56.18,1.66,30.28
Stripe_s005,26.37,26.66,55.13,0.29,28.76
Stripe_s005,26.8,26.5,51.49,0.3,24.69
Stripe_s005,26.1,29.37,55.02,3.27,28.91
Stripe_s005,26.71,27.09,53.06,0.38,26.35
Stripe_s005,26.65,26.19,53.63,0.46,26.98
Stripe_s005,26.13,26.8,54.6,0.66,28.46
Stripe_s005,26.03,26.19,55.08,0.16,29.04
Stripe_s005,26.44,26.0,52.22,0.44,25.78
Stripe_s005,26.34,26.6,53.57,0.25,27.23
Stripe_s005,26.16,30.84,53.22,4.67,27.06
Stripe_s005,26.17,26.84,55.05,0.67,28.89
Stripe_s005,26.37,26.08,52.45,0.29,26.08
Stripe_s005,26.01,25.94,55.41,0.07,29.39
Stripe_s005,26.12,26.07,54.93,0.06,28.81
Stripe_s005,26.23,26.26,53.28,0.03,27.06
Stripe_s005,25.59,25.46,52.65,0.13,27.06
Stripe_s005,25.96,25.94,54.62,0.03,28.66
Stripe_s005,27.02,25.5,52.52,1.52,25.5
Stripe_s005,26.69,25.69,55.22,1.0,28.53
Stripe_s005,26.08,25.82,52.99,0.26,26.92
Stripe_s005,25.85,25.67,54.59,0.18,28.74
Stripe_s005,26.02,26.55,53.16,0.53,27.15
Stripe_s005,26.05,25.89,55.73,0.17,29.67
Stripe_s005,26.44,26.02,53.31,0.43,26.87
Stripe_s005,26.43,20.2,56.32,6.23,29.89
Stripe_s005,26.51,25.69,52.79,0.82,26.27
Stripe_s005,26.3,25.79,53.46,0.51,27.16
Stripe_s005,26.11,28.85,54.58,2.74,28.47
Stripe_s005,26.4,26.8,51.58,0.4,25.18
Stripe_s005,26.36,26.32,54.93,0.04,28.57
Stripe_s005,25.8,26.09,53.75,0.29,27.95
Stripe_s005,26.21,25.44,51.96,0.77,25.75
Stripe_s005,25.83,25.9,54.05,0.07,28.22
Stripe_s005,26.3,26.17,52.93,0.12,26.63
Stripe_s005,25.99,29.07,54.44,3.08,28.45
Stripe_s005,26.24,25.81,52.45,0.43,26.21
Stripe_s005,26.16,25.93,52.91,0.23,26.74
Stripe_s005,26.0,26.62,52.63,0.62,26.63
Stripe_s005,26.88,26.13,53.13,0.75,26.24
Stripe_s005,26.51,26.02,54.82,0.49,28.31
Stripe_s005,26.52,28.29,51.83,1.77,25.31
Stripe_s005,26.47,27.26,51.36,0.79,24.89
Stripe_s005,26.84,26.4,54.44,0.44,27.6
Stripe_s005,26.56,25.49,54.96,1.07,28.4
Stripe_s005,25.55,26.01,53.73,0.46,28.18
Stripe_s005,26.18,25.72,53.14,0.46,26.96
Stripe_s005,26.39,31.76,54.81,5.37,28.42
Stripe_s005,26.39,26.32,52.76,0.07,26.38
Stripe_s005,26.05,26.37,54.2,0.32,28.15
Stripe_s005,26.27,26.67,53.54,0.4,27.27
Stripe_s005,26.2,25.67,52.45,0.53,26.24
Stripe_s005,26.17,25.78,54.4,0.4,28.22
Stripe_s005,25.95,25.76,54.7,0.19,28.74
Stripe_s005,26.07,26.03,56.16,0.04,30.09
Stripe_s005,26.49,25.86,53.54,0.62,27.05
Stripe_s005,26.47,26.12,51.0,0.35,24.53
Stripe_s005,26.14,26.19,54.8,0.05,28.66
Stripe_s005,25.92,26.61,53.25,0.7,27.33
Stripe_s005,26.4,26.35,52.48,0.05,26.08
Stripe_s005,26.04,26.69,55.17,0.65,29.13
Stripe_s005,25.72,27.89,55.08,2.17,29.36
Stripe_s005,26.12,25.88,54.38,0.24,28.26
Stripe_s005,26.17,26.28,52.99,0.11,26.82
Stripe_s005,26.82,27.39,52.24,0.56,25.42
Stripe_s005,26.84,26.59,52.24,0.24,25.4
Stripe_s005,25.95,25.55,54.96,0.4,29.01
Stripe_s005,26.36,26.0,53.76,0.36,27.41
Stripe_s005,25.91,26.81,54.83,0.9,28.92
Stripe_s005,26.66,26.13,52.32,0.52,25.66
Stripe_s005,26.08,26.9,51.97,0.82,25.9
Stripe_s005,26.39,26.07,53.38,0.32,27.0
Stripe_s005,26.55,26.38,52.01,0.18,25.45
Stripe_s005,25.98,25.34,54.92,0.64,28.94
Stripe_s005,26.14,25.35,52.68,0.79,26.54
Stripe_s005,26.38,26.64,52.59,0.26,26.21
Stripe_s005,26.37,26.55,53.97,0.17,27.6
Stripe_s005,25.43,26.02,51.08,0.59,25.65
Stripe_s005,26.67,26.01,51.35,0.66,24.69
Stripe_s005,26.34,27.42,53.47,1.08,27.13
Stripe_s005,26.1,26.21,53.48,0.11,27.38
Stripe_s005,26.69,26.29,53.97,0.4,27.27
Stripe_s005,26.84,26.23,54.7,0.6,27.86
Stripe_s005,26.48,25.89,52.45,0.59,25.97
Stripe_s005,26.5,26.04,50.23,0.46,23.73
Stripe_s005,26.62,26.07,53.4,0.56,26.78
Stripe_s005,26.26,25.87,53.61,0.39,27.35
Stripe_s005,26.7,28.08,53.41,1.38,26.71
Stripe_s005,26.46,29.05,54.96,2.59,28.5
Stripe_s005,25.5,25.75,54.06,0.25,28.57
Stripe_s005,26.86,25.74,54.66,1.13,27.8
Stripe_s005,25.77,25.91,54.42,0.14,28.65
Stripe_s005,26.72,26.8,53.38,0.08,26.66
Stripe_s005,26.51,25.72,53.4,0.79,26.89
Stripe_s005,26.05,28.21,52.52,2.16,26.47
Stripe_s005,26.27,26.74,53.62,0.47,27.35
Stripe_s005,26.3,27.25,52.27,0.95,25.97
Stripe_s005,26.53,26.3,53.54,0.24,27.01
Stripe_s005,26.25,25.81,53.47,0.44,27.22
Stripe_s005,27.0,25.97,53.49,1.03,26.49
Stripe_s005,26.39,25.86,54.66,0.53,28.27
Stripe_s005,25.99,27.58,53.49,1.59,27.51
Stripe_s005,26.71,26.08,51.64,0.63,24.92
Stripe_s005,25.82,25.83,52.55,0.01,26.73
Stripe_s005,26.59,26.14,53.76,0.46,27.17
Stripe_s005,26.18,25.5,54.09,0.68,27.91
Stripe_s005,26.39,27.03,52.37,0.64,25.98
Stripe_s005,25.86,26.19,52.93,0.32,27.06
Stripe_s005,26.08,25.63,54.07,0.45,27.99
Stripe_s005,26.53,26.53,54.48,0.0,27.95
Stripe_s005,26.19,25.97,54.01,0.22,27.82
Stripe_s005,26.06,26.34,52.6,0.27,26.54
Stripe_s005,25.88,26.01,51.08,0.14,25.2
Stripe_s005,26.38,25.88,54.71,0.5,28.33
Stripe_s005,26.12,25.57,54.09,0.55,27.98
Stripe_s005,26.29,26.62,51.69,0.33,25.4
Stripe_s005,26.43,29.33,54.19,2.9,27.76
Stripe_s005,26.08,26.25,54.98,0.17,28.9
Stripe_s005,26.16,25.85,54.24,0.31,28.08
Stripe_s005,26.4,25.93,52.93,0.47,26.53
Stripe_s005,26.85,25.87,52.76,0.97,25.91
Stripe_s005,26.05,26.07,46.52,0.02,20.47
Stripe_s005,26.53,25.55,52.83,0.99,26.29
Stripe_s005,26.3,28.09,50.45,1.79,24.16
Stripe_s005,26.68,26.22,52.53,0.46,25.84
Stripe_s005,26.13,25.76,52.81,0.37,26.68
Stripe_s005,26.53,25.82,54.49,0.71,27.97
Stripe_s005,26.05,26.18,52.81,0.13,26.76
Stripe_s005,25.99,25.74,53.99,0.25,28.0
Stripe_s005,26.86,25.82,53.35,1.03,26.49
Stripe_s005,26.45,25.87,53.02,0.58,26.57
Stripe_s005,26.53,25.84,54.15,0.7,27.62
Stripe_s005,26.3,30.18,55.39,3.87,29.09
Stripe_s005,26.42,25.99,54.94,0.43,28.52
Stripe_s005,26.27,26.14,54.8,0.13,28.53
Stripe_s005,26.02,25.81,51.24,0.21,25.22
Stripe_s005,25.78,25.91,53.08,0.13,27.3
Stripe_s005,25.73,25.94,53.17,0.21,27.44
Stripe_s005,26.6,26.71,54.85,0.1,28.25
Stripe_s005,26.01,28.11,54.16,2.09,28.14
Stripe_s005,26.25,25.9,54.13,0.35,27.88
Stripe_s005,27.05,27.09,54.03,0.04,26.98
Stripe_s005,26.47,26.15,54.61,0.32,28.13
Stripe_s005,26.88,26.49,53.97,0.39,27.1
Stripe_s005,25.93,25.75,50.8,0.18,24.87
Stripe_s005,26.79,25.71,53.53,1.08,26.74
Stripe_s005,26.57,27.49,54.65,0.93,28.09
Stripe_s005,26.19,26.07,53.4,0.13,27.2
Stripe_s005,26.18,27.14,55.02,0.96,28.84
Stripe_s005,26.98,26.14,53.62,0.84,26.64
Stripe_s005,26.43,26.35,52.85,0.08,26.42
Stripe_s005,25.96,27.88,54.1,1.92,28.14
Stripe_s005,25.88,25.64,55.56,0.25,29.67
Stripe_s005,26.24,25.69,53.77,0.56,27.52
Stripe_s005,26.58,28.54,52.86,1.95,26.27
Stripe_s005,26.43,27.0,54.72,0.57,28.3
Stripe_s005,25.8,26.14,54.27,0.34,28.46
Stripe_s005,26.49,25.94,55.44,0.54,28.95
Stripe_s005,26.2,28.24,55.5,2.04,29.29
Stripe_s005,26.33,27.33,54.02,1.0,27.69
Stripe_s005,25.92,28.39,52.21,2.47,26.29
Stripe_s005,26.61,27.47,50.83,0.86,24.22
Stripe_s005,26.16,19.84,55.71,6.32,29.55
Stripe_s005,26.03,26.18,53.83,0.15,27.81
Stripe_s005,26.11,25.73,53.73,0.38,27.62
Stripe_s005,26.04,26.03,52.77,0.01,26.73
Stripe_s005,26.62,26.53,53.37,0.1,26.75
Stripe_s005,26.69,26.79,52.93,0.1,26.24
Stripe_s005,26.01,25.9,53.33,0.1,27.32
Stripe_s005,26.29,26.29,42.93,0.0,16.64
Stripe_s005,26.2,25.69,55.34,0.51,29.13
Stripe_s005,26.89,26.32,54.07,0.57,27.18
Stripe_s005,26.62,26.29,53.68,0.32,27.07
Stripe_s005,26.21,26.79,55.17,0.58,28.96
Stripe_s005,26.35,27.24,53.15,0.88,26.8
Stripe_s005,26.51,25.98,52.95,0.53,26.44
Stripe_s005,26.14,26.1,52.36,0.04,26.23
Stripe_s005,26.34,26.2,54.23,0.14,27.88
Stripe_s005,26.36,28.83,54.16,2.47,27.8
Stripe_s005,26.24,25.79,52.4,0.45,26.16
Stripe_s005,26.19,25.82,52.69,0.36,26.5
Stripe_s005,26.72,26.73,54.05,0.01,27.33
Stripe_s005,27.01,25.98,54.08,1.03,27.07
Stripe_s005,26.39,27.3,53.53,0.91,27.14
Stripe_s005,26.48,26.73,53.01,0.25,26.53
Stripe_s005,26.62,26.13,54.86,0.49,28.24
Stripe_s005,25.89,26.49,53.07,0.6,27.17
Stripe_s005,25.86,29.25,52.56,3.39,26.7
Stripe_s005,26.06,25.81,49.06,0.24,23.01
Stripe_s005,26.26,26.07,54.71,0.2,28.45
Stripe_s005,26.55,26.11,52.43,0.44,25.88
Stripe_s005,26.32,25.86,51.77,0.46,25.45
Stripe_s005,26.72,26.29,52.74,0.44,26.02
Stripe_s005,26.15,25.78,54.82,0.37,28.67
Stripe_s005,25.83,26.39,52.99,0.55,27.16
Stripe_s005,26.43,25.7,53.66,0.73,27.24
Stripe_s005,26.24,28.66,52.07,2.43,25.83
Stripe_s005,25.78,27.13,52.84,1.35,27.06
Stripe_s005,26.27,25.97,54.27,0.3,28.0
Stripe_s005,26.92,26.52,54.53,0.4,27.61
Stripe_s005,25.96,30.63,55.07,4.68,29.11
Stripe_s005,25.86,26.15,51.4,0.29,25.54
Stripe_s005,26.07,26.0,54.56,0.07,28.5
Stripe_s005,25.99,25.76,52.99,0.23,27.0
Stripe_s005,26.24,29.73,49.87,3.49,23.63
Stripe_s005,25.95,26.26,52.83,0.31,26.88
Stripe_s005,26.19,28.53,54.05,2.34,27.86
Stripe_s005,26.1,25.78,51.93,0.32,25.83
Stripe_s005,26.49,26.47,54.24,0.02,27.74
Stripe_s005,26.15,25.66,55.15,0.5,29.0
Stripe_s005,25.89,27.97,54.61,2.08,28.71
Stripe_s005,26.02,26.69,54.11,0.67,28.09
Stripe_s005,26.21,26.55,52.99,0.34,26.78
Stripe_s005,26.06,25.83,52.89,0.22,26.83
Stripe_s005,26.31,26.0,54.13,0.31,27.82
Stripe_s005,26.48,26.45,51.47,0.03,24.98
Stripe_s005,26.39,26.03,54.03,0.36,27.65
Stripe_s005,26.25,25.91,53.17,0.35,26.92
Stripe_s005,26.49,31.65,54.32,5.15,27.83
Stripe_s005,26.44,26.24,54.97,0.19,28.53
Stripe_s005,25.96,31.15,51.11,5.2,25.15
Stripe_s005,25.59,25.8,53.48,0.21,27.89
Stripe_s005,26.04,26.01,53.72,0.03,27.68
Stripe_s005,26.3,32.39,55.9,6.09,29.6
Stripe_s005,26.33,26.17,52.74,0.16,26.41
Stripe_s005,26.18,25.75,52.89,0.43,26.72
Stripe_s005,26.44,25.81,54.16,0.63,27.73
Stripe_s005,26.24,27.6,52.4,1.36,26.16
Stripe_s005,26.27,25.68,54.94,0.59,28.67
Stripe_s005,26.29,26.18,54.48,0.1,28.2
Stripe_s005,26.57,27.87,54.08,1.31,27.52
Stripe_s005,26.21,25.57,54.84,0.63,28.64
Stripe_s005,26.33,28.64,55.69,2.31,29.36
Stripe_s005,26.31,28.81,54.92,2.5,28.62
Stripe_s005,26.54,30.71,55.08,4.18,28.54
Stripe_s005,26.26,26.35,54.05,0.09,27.8
Stripe_s005,26.1,25.85,52.08,0.25,25.98
Stripe_s005,26.33,25.77,53.03,0.56,26.71
Stripe_s005,25.92,26.44,51.89,0.52,25.98
Stripe_s005,25.92,26.16,54.41,0.24,28.49
Stripe_s005,26.08,26.43,54.24,0.35,28.16
Stripe_s005,26.61,26.71,53.6,0.1,26.99
Stripe_s005,25.91,25.19,53.75,0.72,27.84
Stripe_s005,26.8,26.06,54.91,0.74,28.11
Stripe_s005,26.07,26.2,54.83,0.12,28.76
Stripe_s005,26.04,26.62,52.06,0.58,26.02
Stripe_s005,25.74,25.71,54.85,0.02,29.11
Stripe_s005,26.08,25.95,54.59,0.13,28.51
Stripe_s005,26.1,26.67,53.31,0.56,27.2
Stripe_s005,26.6,27.09,53.38,0.49,26.78
Stripe_s005,26.38,26.66,51.18,0.28,24.8
Stripe_s005,25.56,25.47,54.09,0.09,28.53
Stripe_s005,26.24,26.27,54.74,0.03,28.5
Stripe_s005,26.32,26.68,51.61,0.36,25.29
Stripe_s005,26.01,26.24,49.78,0.23,23.77
Stripe_s005,26.14,28.15,53.34,2.0,27.2
Stripe_s005,25.95,26.03,53.8,0.07,27.85
Stripe_s005,26.59,26.07,51.44,0.52,24.85
Stripe_s005,26.76,25.77,53.22,0.98,26.47
Stripe_s005,26.52,26.78,53.41,0.26,26.89
Stripe_s005,26.4,27.19,54.62,0.79,28.22
Stripe_s005,26.54,25.79,53.27,0.75,26.73
Stripe_s005,26.53,29.01,52.1,2.48,25.57
Stripe_s005,26.55,29.01,54.91,2.46,28.37
Stripe_s005,26.49,30.92,52.22,4.43,25.74
Stripe_s005,26.08,25.87,52.74,0.21,26.66
Stripe_s005,26.57,26.31,52.16,0.26,25.59
Stripe_s005,26.16,26.59,53.81,0.43,27.65
Stripe_s005,26.56,33.39,54.45,6.84,27.9
Stripe_s005,26.32,24.91,56.34,1.41,30.03
Stripe_s005,26.38,26.83,53.14,0.45,26.76
Stripe_s005,26.34,25.52,54.68,0.82,28.34
Stripe_s005,25.66,27.06,53.0,1.4,27.34
Stripe_s005,26.54,26.46,54.53,0.08,27.99
Stripe_s005,26.05,25.89,54.89,0.16,28.84
Stripe_s005,26.04,30.2,54.34,4.16,28.31
Stripe_s005,26.34,26.13,52.97,0.21,26.64
Stripe_s005,26.6,27.66,53.37,1.06,26.76
Stripe_s005,26.98,26.76,51.08,0.22,24.11
Stripe_s005,26.51,26.49,53.76,0.02,27.25
Stripe_s005,26.35,27.94,54.76,1.59,28.41
Stripe_s005,26.42,30.33,53.09,3.91,26.66
Stripe_s005,26.16,25.76,53.05,0.4,26.89
Stripe_s005,26.27,26.17,52.74,0.09,26.48
Stripe_s005,26.72,25.54,54.49,1.18,27.77
Stripe_s005,25.94,27.44,51.66,1.5,25.71
Stripe_s005,26.11,25.97,54.19,0.14,28.09
Stripe_s005,25.86,25.26,54.49,0.6,28.63
Stripe_s005,26.45,26.1,53.56,0.35,27.11
Stripe_s005,26.28,26.68,53.13,0.4,26.85
Stripe_s005,26.88,27.71,52.09,0.83,25.2
Stripe_s005,26.37,25.85,55.03,0.52,28.66
Stripe_s005,26.1,26.55,53.62,0.45,27.52
Stripe_s005,26.45,29.68,55.22,3.23,28.77
Stripe_s005,26.58,25.73,53.55,0.86,26.97
Stripe_s005,26.29,27.23,53.58,0.94,27.29
Stripe_s005,26.31,27.18,52.94,0.86,26.63
Stripe_s005,26.25,26.13,53.03,0.11,26.78
Stripe_s005,26.02,26.16,51.15,0.14,25.12
Stripe_s005,26.75,32.46,52.62,5.71,25.87
Stripe_s005,26.35,26.22,51.55,0.13,25.2
Stripe_s005,25.92,26.32,53.26,0.39,27.34
Stripe_s005,26.43,29.76,49.89,3.34,23.47
Stripe_s005,26.26,25.7,52.63,0.56,26.37
Stripe_s005,26.4,26.01,53.8,0.38,27.41
